galaxy,T,n_data,status,iteration,mu_disk_at_fit,tau_disk_at_fit,mu_bulge_at_fit,tau_bulge_at_fit,fit_time_sec,bulgeless,best_N,best_bic,best_chi2,best_chi2_red,best_Y_disk,best_Y_bulge,prior_penalty_at_best,is_adequate,is_shell_bearing,delta_bic_framework_vs_burkert,chi2_N0,chi2_red_N0,bic_N0,Y_disk_N0,Y_bulge_N0,chi2_N1,chi2_red_N1,bic_N1,Y_disk_N1,Y_bulge_N1,M_shell_1_N1,r_shell_1_N1,sigma_shell_1_N1,sigma_over_r_1_N1,chi2_N2,chi2_red_N2,bic_N2,Y_disk_N2,Y_bulge_N2,M_shell_1_N2,r_shell_1_N2,sigma_shell_1_N2,sigma_over_r_1_N2,M_shell_2_N2,r_shell_2_N2,sigma_shell_2_N2,sigma_over_r_2_N2
UGC00128,8,22,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.3811120986938477,True,2,54.11267841836877,23.20225388478561,1.9335211570654673,0.4724467788967934,0.6999952651815721,0.06060022110833242,False,True,-96.7003036786777,138.44881228361322,7.691600682422957,150.81298209704647,0.35113268836352657,0.700132814384833,61.829156635713,4.1219437757141995,83.4664538092212,0.4321224440491504,0.7000425408496258,49999977882.588974,37.039265404005015,11.995908872121916,0.32387005361139837,23.20225388478561,1.9335211570654673,54.11267841836877,0.4724467788967934,0.6999952651815721,41162240988.6272,42.2668934513766,2.2328232673566206,0.052826765466575804,48964987714.93474,23.5067473470627,8.469602156471845,0.3603051511731235
UGC01281,8,25,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.0378358364105225,True,0,16.748920378943772,3.873417079470972,0.18444843235576056,0.4925438856833052,0.6999992300115286,0.004257656639544394,True,False,8.903122124291826,3.873417079470972,0.18444843235576056,16.748920378943772,0.4925438856833052,0.6999992300115286,3.119911729158192,0.17332842939767734,25.6520425032356,0.4921568091842312,0.6999996421935382,2839555818.1825905,49.99537380899787,19.99814952359915,0.4,1.1806521628453832,0.07871014418969222,33.36941041152739,0.5071548043232794,0.6999995385911626,2713101199.521043,2.899486327096192,0.9105392215357958,0.3140346664257914,51877707.029212646,0.9992724295653247,0.1957637417777124,0.19590627739311095
UGC02259,8,8,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.9525580406188965,True,1,15.558470701093235,1.0023799093343857,1.0023799093343857,0.5007620228698406,0.7000016464681424,4.374256001735345e-05,True,True,-6.328097209972146,13.568801744346038,3.3922004360865095,21.88656791106538,0.4600031085447404,0.7000211219076619,1.0023799093343857,1.0023799093343857,15.558470701093235,0.5007620228698406,0.7000016464681424,49997635887.63866,13.651660155044645,4.211950834703738,0.3085303023125222,0.9961352918090423,0.9961352918090423,21.7905507086074,0.5001513329708679,0.7000020857887894,49653849167.276276,13.606297459860054,4.11962058773768,0.30277307988385344,20899976743.956627,37.18335218030233,13.079144954041528,0.35174733280153614
UGC02885,5,19,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.0178990364074707,False,0,26.268862823710013,14.491106907044252,0.9660737938029501,0.5996704386884408,1.0768081745129316,4.121601503448388,True,False,3.566031605946012,14.491106907044252,0.9660737938029501,26.268862823710013,0.5996704386884408,1.0768081745129316,9.223821575490947,0.7686517979575789,29.834894429656025,0.5617845014518967,1.0911774242370025,49999999325.99236,12.141763694593834,2.474582630115413,0.20380751037159703,6.677960046664299,0.7419955607404777,36.1223498383287,0.4996366160189499,1.1014471278998736,49895055700.49595,7.532110920684542,0.6753197033603864,0.08965875708306897,49989913535.67452,14.961390677243356,1.0445335212321123,0.06981526943353425
UGC02916,2,32,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.4677088260650635,False,1,40.88349311376474,16.623341794166656,0.6649336717666663,0.48481513091595896,0.6803622413417674,0.0332111048342669,True,True,-30.405487387769867,57.42603689033571,2.050929888940561,71.28898050153461,0.5189134664485268,0.5161432440620747,16.623341794166656,0.6649336717666663,40.88349311376474,0.48481513091595896,0.6803622413417674,28334015579.03797,7.703300507926205,1.3570564232546836,0.17616558277304112,12.135004912655933,0.5515911323934515,46.7923639406532,0.5743186347839986,0.4819188138246182,49825776109.7576,7.975903445364314,2.0278855164198424,0.2542515127359613,49952991005.233444,16.153404952415247,2.2474605601383297,0.1391323109127089
UGC02953,2,106,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.583617687225342,False,1,389.4364414626777,356.7923678038932,3.6039633111504368,0.48507820071710517,0.8045820819068186,0.38300405174996927,False,True,-198.2892944460213,569.0719795322507,5.579137054237751,587.725735908699,0.7843408240434476,0.6929289411370753,356.7923678038932,3.6039633111504368,389.4364414626777,0.48507820071710517,0.8045820819068186,31478984930.697906,5.220729445290874,1.023730854473549,0.19608962027269194,353.8725228758168,3.6861721132897585,400.50691381693747,0.5287522564318171,0.7941558648434112,40315266.82926488,6.628283290407172,0.06628283290407172,0.01,27407156081.29441,5.308687047641351,0.9325305221351354,0.17566123483384816
UGC03205,2,46,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.3665997982025146,False,2,90.15160138911935,51.86518742422839,1.4406996506730108,0.22835728379229248,0.6338100535108472,11.770258450448617,True,True,-41.10861388551015,115.94564968867313,2.7606107068731696,131.2602152746295,0.7657966156900144,1.4373826137958445,99.16035043211058,2.542573088002835,125.96084020753423,0.7664225614774928,1.4284692246080812,49999969470.345276,32.08376138966009,0.3269124337038186,0.010189342506741604,51.86518742422839,1.4406996506730108,90.15160138911935,0.22835728379229248,0.6338100535108472,49948733974.31619,31.73447216887718,0.6182560922299811,0.019482160879811982,49994980028.93152,21.594795667987476,4.506779719958682,0.20869749310198918
UGC04278,7,25,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.0041983127593994,True,1,23.416760523126683,0.8846297490492772,0.04914609716940429,0.4976876414019366,0.6999978194698336,0.0004052766196259497,True,True,-2.0433200076412383,12.58457723129512,0.5992655824426247,25.46008053076792,0.6421310693290083,0.6999949420463867,0.8846297490492772,0.04914609716940429,23.416760523126683,0.4976876414019366,0.6999978194698336,7279856530.6703,4.723067378359272,0.9758218389039139,0.20660764726225456,7.236961737903138,0.48246411586020915,39.42571998658514,0.5577750087202213,0.699999953671693,36472084.21995471,0.5,0.15833211750674206,0.3166642350134841,48816893.83792783,0.7179692422293927,0.0410599537700216,0.05718901500922912
UGC04325,9,8,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.047459125518799,True,0,10.786290844982773,2.4685246782634302,0.6171311695658576,0.49553813377436906,0.7000096724477687,0.001515488872448507,True,False,4.150085298819642,2.4685246782634302,0.6171311695658576,10.786290844982773,0.49553813377436906,0.7000096724477687,0.3802853520435649,0.3802853520435649,14.936376143802415,0.49470244860082807,0.6999959611576538,519539826.12709045,1.430612028318901,0.11545551824498652,0.08070358417205344,1.8293376484312152,1.8293376484312152,22.62375306522957,0.4905183525237382,0.7000007051823782,92693714.62043723,1.3901895968334106,0.12065602517576117,0.08679105745762507,44579441813.71814,8.240602007856015,0.35507891820766957,0.043088953679496
UGC04499,8,9,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.0652449131011963,True,0,10.425464029556288,1.6365657202114094,0.3273131440422819,0.4799809302520184,0.7000075746406077,0.03149212916871977,True,False,5.461502626732612,1.6365657202114094,0.3273131440422819,10.425464029556288,0.4799809302520184,0.7000075746406077,0.5063946149353629,0.25319730746768143,15.8869666562889,0.49248246022207204,0.7000005002185575,480439642.0248451,1.837909667883795,0.14725223762870832,0.08011940967602472,0.24794872038590612,0.24794872038590612,22.220194493748103,0.4938142450048456,0.6999994499170611,5340986686.253201,5.2869640909221225,1.6036363018299014,0.30331893204710686,1348607319.3129306,2.0355590325499673,0.593899783642271,0.2917624957790029
UGC05253,2,73,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.4733951091766357,False,0,83.02186202092537,65.8600242563318,0.9544931051642289,0.30698795473590323,0.7272091079039193,4.51541341658201,True,False,4.382220308637628,65.8600242563318,0.9544931051642289,83.02186202092537,0.30698795473590323,0.7272091079039193,70.27145395753898,1.0647189993566513,100.30467004557772,0.3836833719192305,0.7251802355886782,384283489.9636574,12.775886441336256,0.15111960114031603,0.011828502220508946,44.49948791807908,0.7063410780647473,87.404082329563,0.4687288202845459,0.7142068555102913,9192150458.733809,15.25409555691325,1.8338956458539266,0.12022316492063627,47312313711.87901,16.740292803640326,6.696117121456131,0.4
UGC05716,9,12,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.107937812805176,True,1,32.38969123408602,14.995344685570021,2.9990689371140045,0.5413553204768778,0.700026677605532,0.11911063780542039,False,True,-0.46540680010285485,22.915471435036878,2.8644339293796097,32.85509803418888,0.6595893685601761,0.6999506630081909,14.995344685570021,2.9990689371140045,32.38969123408602,0.5413553204768778,0.700026677605532,49999123509.94747,30.34038974418317,12.13615589767327,0.4,12.958005381419426,6.479002690709713,37.80707187929943,0.5336854037471511,0.6999998818152331,49921723456.37749,40.85348988793395,16.341395955173578,0.39999999999999997,48985275631.34691,40.854256919510675,16.34170276780427,0.4
UGC05721,7,23,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.941829204559326,True,0,20.694951092741768,8.152974229025167,0.4291039067907983,0.525143412182692,0.700002006477199,0.04540273447467671,True,False,8.982346016429226,8.152974229025167,0.4291039067907983,20.694951092741768,0.525143412182692,0.700002006477199,7.728837597666946,0.4830523498541841,29.677297109170993,0.501991994011902,0.7000002126679828,49995157724.49843,24.894599194615314,7.983483015380394,0.3206913657443907,7.291398359561637,0.5608767968893568,38.64634051885314,0.4991056161706274,0.6999933676417958,21317449831.37188,49.64102644576873,19.856410578307493,0.4,24983493462.026752,8.862053681774286,1.1553216570102751,0.13036726006143604
UGC05986,9,15,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.637237071990967,True,0,22.15176832143258,11.31956751702374,1.0290515924567036,0.50120575703886,0.699997430157337,0.0001094215791674024,True,False,6.890645517610093,11.31956751702374,1.0290515924567036,22.15176832143258,0.50120575703886,0.699997430157337,10.616453329021525,1.3270566661276906,29.572804736736995,0.4904363944880875,0.700000882752042,91453054.86074437,3.1922031167855276,0.10436421830081365,0.032693476725223526,1.9619118280205725,0.3923823656041145,29.042413839042673,0.4697755482407415,0.6999995684284208,4481402357.205425,3.824838056545436,1.0880605980916314,0.2844723311172968,31216543032.121662,40.10770325818227,4.534067001538431,0.11304728601265512
UGC06399,9,9,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.0713117122650146,True,0,9.118699094358535,0.32980078501365684,0.06596015700273136,0.4986590086531486,0.700000297148192,0.00013603374354467386,True,False,6.492430215116938,0.32980078501365684,0.06596015700273136,9.118699094358535,0.4986590086531486,0.700000297148192,0.2305572681219368,0.1152786340609684,15.611129309475473,0.49821566513788185,0.6999999482792421,356414395.01101685,4.200445747183586,0.3064023298197502,0.07294519397737587,0.25776954827542836,0.25776954827542836,22.230015321637627,0.5015714804128117,0.7000022747354571,146163831.33097458,3.768823034339488,0.05126244838645115,0.013601712767984938,17509581028.664143,19.59749726145727,0.9691013597141094,0.04945026126474106
UGC06446,7,17,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.9937400817871094,True,0,18.052747093498915,6.719893717274049,0.516914901328773,0.5129950846650512,0.6999905790303719,0.012417093019108488,True,False,3.9228999588784816,6.719893717274049,0.516914901328773,18.052747093498915,0.5129950846650512,0.6999905790303719,2.1431536439838816,0.21431536439838816,21.975647052377397,0.5006188247004871,0.6999999286058548,5663048204.769287,5.815619990624038,2.020104476440263,0.34735840369506304,1.739017011394078,0.2484310016277254,30.07115045195624,0.5008141870272376,0.7000004856018484,33243859319.721294,14.205311042030974,3.0306789567379684,0.21334829964445914,4646414008.448833,4.95877722515211,1.6231474459075208,0.32732816422454447
UGC06667,6,9,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.8968069553375244,True,0,9.448380850644607,0.6594825412997289,0.13189650825994578,0.49944933798410274,0.6999969579416296,2.290256518862877e-05,True,False,6.583398955166775,0.6594825412997289,0.13189650825994578,9.448380850644607,0.49944933798410274,0.6999969579416296,0.6512077644578448,0.3256038822289224,16.031779805811382,0.4993223589459166,0.6999982447179418,7249297456.625206,49.999373278620325,19.99974931144813,0.4,0.6512086076475672,0.6512086076475672,22.623454381009765,0.4993238860405337,0.6999998972103625,7249727249.242981,49.99624373679951,19.998497494719803,0.4,31668659506.201393,27.633375121206676,1.5993519649909476,0.0578775469147653
UGC06787,2,55,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.3086578845977783,False,2,803.6088264071955,763.5354945548708,16.967455434552683,0.6612789234395764,0.5298633731090755,2.936658993804688,False,True,-229.67685652628074,1017.2563501925464,19.94620294495189,1033.2856829334762,1.9999999458333098,0.47987853136001585,891.2575610337109,18.567865854868977,919.3088933303382,1.2265999412961637,0.7248007123432467,15829411852.276573,7.687698313625593,0.5270225193131953,0.06855400638954658,763.5354945548708,16.967455434552683,803.6088264071955,0.6612789234395764,0.5298633731090755,49994386294.989075,19.98508991799639,0.8797426134654754,0.044019947724792334,49993087071.10877,23.85437227807844,1.2093953577097787,0.050699106378128515
UGC06818,9,8,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.9982547760009766,True,0,14.942698928466084,6.6249327617467415,1.6562331904366854,0.44325710414607195,0.6999837787062668,0.2736786034138833,False,False,0.5726265670992507,6.6249327617467415,1.6562331904366854,14.942698928466084,0.44325710414607195,0.6999837787062668,0.9592347038064848,0.9592347038064848,15.515325495565335,0.4949179436913233,0.7000039515796713,3295072840.1220145,4.1435276381778445,0.6571289091977107,0.15859165584972165,0.5818817381905272,0.5818817381905272,21.376297154988887,0.5114846352588119,0.7000002450032473,20789371501.98591,7.0921098819893,0.07799506140236573,0.010997441198766158,3995214946.642536,4.148120782736203,0.7230931083417155,0.17431823859881565
UGC06917,9,11,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.851093053817749,True,0,11.331724147798884,1.7401430566054015,0.24859186522934307,0.4887911036565584,0.6999942496135773,0.00969577400139392,True,False,6.000628590091704,1.7401430566054015,0.24859186522934307,11.331724147798884,0.4887911036565584,0.6999942496135773,0.5470858283019968,0.1367714570754992,17.332352737890588,0.5141726432955428,0.6999999320932777,4547848565.850965,3.203148741854368,1.2220716339403868,0.3815219749155029,1.1186019355675292,1.1186019355675292,25.097554663551236,0.48366460038012327,0.7000005012608521,13218443056.242983,29.928926126007802,1.9029064388581955,0.06358084586284563,1765777448.108593,9.195375317533626,0.09195375317533626,0.01
UGC06930,7,10,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.935422897338867,True,0,10.602893324780235,1.3925529528040506,0.2320921588006751,0.4909715925412656,0.7000000410039503,0.00626256921218628,True,False,6.142200956725551,1.3925529528040506,0.2320921588006751,10.602893324780235,0.4909715925412656,0.7000000410039503,0.6269986305474669,0.20899954351582228,16.745094281505786,0.5365222736201262,0.7000012822604338,1702250257.383023,2.009158835570202,0.253790429152145,0.1263167573708123,0.33139893669269627,0.33139893669269627,23.357249866633158,0.5009871360273862,0.6999999197860999,5649773860.240814,3.313054011279315,0.9896114092542898,0.29870065682151603,29039885715.48224,10.724941185346234,4.289976474138494,0.4
UGC06983,6,17,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.9087159633636475,True,0,17.673713600712702,6.3408602244878365,0.48775847880675666,0.5083818803578596,0.7000144479885156,0.005212932924258686,True,False,5.362699512982012,6.3408602244878365,0.48775847880675666,17.673713600712702,0.5083818803578596,0.7000144479885156,3.203919705301198,0.3203919705301198,23.036413113694714,0.6580633139142302,0.6999994386204127,2535159643.036255,2.343200377674869,0.3263915161195444,0.13929304519975325,1.5061731409040329,0.21516759155771897,29.838306581466192,0.49993791171375485,0.7000006527096234,3791607300.081272,2.4838424586328784,0.41799755941465555,0.16828666325509384,25527779747.249462,7.846077202691747,3.138430881076699,0.4
UGC07125,9,13,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.8799002170562744,True,0,12.959309146213226,2.6995117163670783,0.2999457462630087,0.4910678818293342,0.6999999996414048,0.006128500824281474,True,False,7.107282970491738,2.6995117163670783,0.2999457462630087,12.959309146213226,0.4910678818293342,0.6999999996414048,2.111946614474207,0.35199110241236786,20.066592116704964,0.49470416487055713,0.6999998709210425,868014690.6331482,7.793160323630569,1.669478387678645,0.21422353940498579,1.6387883514178916,0.5462627838059638,27.288281926033257,0.4728085218370227,0.7000011356401914,1191590265.5270755,8.02658408004174,1.5736869299413425,0.1960593590309913,2445334870.581705,17.545759779567863,0.18712018538044245,0.010664695500866538
UGC07151,6,11,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.9522340297698975,True,0,17.712198063400816,8.120616972207333,1.1600881388867619,0.514338865994653,0.6999698350437706,0.015078250841816005,True,False,6.582245653674914,8.120616972207333,1.1600881388867619,17.712198063400816,0.514338865994653,0.6999698350437706,7.509176807487139,1.8772942018717846,24.29444371707573,0.5060861904156376,0.6999997282755827,933377251.0556068,5.393027798215619,0.5692879542132867,0.10555998884367812,7.509069440037597,7.509069440037597,31.488022168021303,0.5062011474158598,0.700000055781995,928734388.7079506,5.389853400991648,0.567713858331398,0.10533011124698634,34377978078.507774,13.55361077468805,1.2632854256411619,0.09320655924400616
UGC07261,8,7,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.8778910636901855,True,0,9.548446157657418,1.7648055614361646,0.5882685204787216,0.47567949029678963,0.7000035026751683,0.04689640560027945,True,False,4.096059360149768,1.7648055614361646,0.5882685204787216,9.548446157657418,0.47567949029678963,0.7000035026751683,0.023134474419993414,0.023134474419993414,13.644505517807186,0.49971627425718806,0.6999998793191368,3778371728.8652725,4.802733367412721,1.4711359280010226,0.30631222169919,0.022981996590438012,0.022981996590438012,19.48208348714357,0.4997899262124114,0.700003993655917,3721483002.127514,4.7928943820997985,1.4745503513709146,0.30765342062991685,41960783816.06769,46.767184374566504,14.764279579865748,0.31569742282571617
UGC07399,8,10,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.9133141040802,True,0,16.1181982978839,6.907857925907718,1.151309654317953,0.535722662502783,0.7000212256348062,0.08982019272374572,True,False,0.30465431807093424,6.907857925907718,1.151309654317953,16.1181982978839,0.535722662502783,0.7000212256348062,0.30475696499651406,0.10158565499883802,16.422852615954834,0.49771073930459514,0.6999992582192552,5787244972.690704,5.639243929594267,1.1459578360227658,0.20321125497141163,0.27100423876341667,0.27100423876341667,23.29685516870388,0.49752297978507115,0.7000046732247965,54144263.08717346,3.5134062414601788,0.03513406241460179,0.01,5240795328.43,5.5373063650113945,1.049684391534096,0.18956588679411746
UGC07524,9,31,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.939718723297119,True,0,20.268094955384694,6.532146137444109,0.24193133842385592,0.5392259059163726,0.6999881119913476,0.1075888888288039,True,False,9.538755334636882,6.532146137444109,0.24193133842385592,20.268094955384694,0.5392259059163726,0.6999881119913476,5.76893985862555,0.2403724941093979,29.806850290021575,0.49731548296516537,0.6999998848635314,19473849399.71072,50.0,20.0,0.4,5.768943571608308,0.2747115986480147,40.10881561645977,0.49732335146969986,0.7000008580293413,40620463050.4086,37.99109851201761,1.1766094842101658,0.030970662347075132,19482509619.474323,50.0,20.0,0.4
UGC07603,7,12,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.921656847000122,True,0,11.90908014560278,1.9694535464507794,0.24618169330634743,0.4802119034359899,0.6999934702756085,0.030754930502167384,True,False,6.908658364554382,1.9694535464507794,0.24618169330634743,11.90908014560278,0.4802119034359899,0.6999934702756085,1.4233919616411632,0.28467839232823267,18.817738510157163,0.47103975240815404,0.7000000006369439,34048089.937114716,1.2649979612189577,0.019477039038869624,0.015396893620367152,0.2255270785845792,0.1127635392922896,25.074593576464583,0.5052567639375662,0.6999998152388559,271393226.8493767,1.3451088698631066,0.30913294841964667,0.2298200207772829,30159681165.122498,6.434418693146954,0.970963224637485,0.15090146770703927
UGC08286,6,17,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.901771068572998,True,1,27.060761703890172,7.228268295496658,0.7228268295496658,0.4864416360428274,0.6999976304779568,0.014254602400538198,True,True,-1.844346005735364,17.57225433340067,1.3517118718000516,28.905107709625536,0.42778151248418306,0.7000576152298844,7.228268295496658,0.7228268295496658,27.060761703890172,0.4864416360428274,0.6999976304779568,2221677306.0892906,6.213889092048668,1.1001510138545412,0.1770470952341749,1.98545433733429,0.28363633390489856,30.31758777789645,0.5852548795992257,0.6999975688446624,1094506926.7327845,1.2751786759929566,0.36145158635869856,0.2834517179149371,2121265924.1154337,4.537489695057724,1.8149958780230897,0.4
UGC08490,9,30,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.0356028079986572,True,1,26.808313485478518,2.999931813843427,0.13043181799319248,0.5097307490540641,0.6999996992171164,0.007007076933013821,True,True,-0.7859776930877338,13.989501651917628,0.5380577558429857,27.59429117856625,0.7383377829598082,0.700034706882868,2.999931813843427,0.13043181799319248,26.808313485478518,0.5097307490540641,0.6999996992171164,49999960759.25969,21.279034549837966,8.511613819935187,0.4,1.677032080251234,0.0838516040125617,35.68900589687279,0.49269007450973,0.699999503013235,2606594726.7970314,5.500872088987838,2.2003488355951353,0.4,48789535397.765884,26.01452150106418,10.405808600425672,0.4
UGC08550,7,11,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.93469500541687,True,0,18.032266024104374,8.440684932910889,1.205812133272984,0.5144618553887139,0.7000260492523224,0.015334329242163826,True,False,0.30846404174821984,8.440684932910889,1.205812133272984,18.032266024104374,0.5144618553887139,0.7000260492523224,1.5554631562640016,0.3888657890660004,18.340730065852593,0.5074533090365113,0.6999999285533788,890029887.4926376,3.7312728192770566,0.6340446027364567,0.16992716251161297,1.522731130420653,1.522731130420653,25.50168385840436,0.5095710239984962,0.7000088886229897,889744656.6123085,3.697673732322366,0.6327270593709793,0.17111489687154954,38435352651.339516,5.8170301480748146,0.1550197867278361,0.026649300894398997
UGC08699,2,37,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.218050718307495,False,1,35.71445283866596,10.43802745015639,0.34793424833854636,0.7339723655988899,0.7589992404752552,2.9027177199283094,True,True,-3.5447180941659298,24.815499282254994,0.7519848267349998,39.25917093283189,0.7990120992373347,0.7635818470916188,10.43802745015639,0.34793424833854636,35.71445283866596,0.7339723655988899,0.7589992404752552,49999999420.7629,19.75939025366659,3.052846579757224,0.15450105193356015,9.934278835973688,0.36793625318421064,46.04345796241593,0.7378930359618886,0.7572585270850534,25020826772.129066,17.563644297894054,1.7931646164898134,0.10209524777866405,44986585877.42215,24.100726398448444,2.977290320845333,0.1235352939833799
UGC09037,6,19,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.0741851329803467,True,0,17.829013347612374,6.051257430946614,0.4034171620631076,0.42892714729873355,0.6999943107569458,0.44337580292807127,True,False,4.328239661574969,6.051257430946614,0.4034171620631076,17.829013347612374,0.42892714729873355,0.6999943107569458,1.5461801550222642,0.12884834625185534,22.157253009187343,0.5053958264963742,0.7000007292687931,49962183038.55485,15.954781642891094,3.7147088193829747,0.2328273054766702,1.3734823712374393,0.15260915235971548,30.817872162901843,0.495512783331719,0.6999965453070233,48251506767.709366,14.523792995739809,4.254575023486539,0.29293828580003256,18218117510.528397,17.575449861764945,1.993419179648045,0.11342066321640451
UGC09133,2,64,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.3297479152679443,False,2,229.70784132047834,188.11901048688162,3.4836853793866966,0.6457004031352582,0.6677750914907117,1.2753489381390073,False,True,-180.5181830046485,393.59049199168817,6.559841533194803,410.22602432512684,0.9589534911674998,0.5210294815858993,267.21796622943225,4.688034495253198,296.33014781295,0.9388505914814947,0.5279685117251904,49999650743.45624,50.0,0.5,0.01,188.11901048688162,3.4836853793866966,229.70784132047834,0.6457004031352582,0.6677750914907117,49957026569.80658,50.0,0.5,0.01,49813207468.235794,9.021564037875727,2.0595132664647897,0.22828782878647452
UGC10310,9,7,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.08786678314209,True,0,8.25063802794687,0.46699743172561664,0.15566581057520554,0.5025966240355807,0.69999960221614,0.0005060532647415293,True,False,5.4807514602649,0.46699743172561664,0.15566581057520554,8.25063802794687,0.5025966240355807,0.69999960221614,0.11001844482457795,0.11001844482457795,13.73138948821177,0.49919199453795166,0.6999990012020175,480195267.3755455,2.3247544747485795,0.20199970392916844,0.08689076894927347,0.23748230162108927,0.23748230162108927,19.69658379217422,0.500650764757456,0.7000018309537316,23970785259.99158,31.922397167075104,1.9043545703512665,0.05965575080042629,256208855.5982666,2.8247588957244796,0.08632593688848313,0.03056046199877271
UGC11455,6,33,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.255208969116211,True,0,63.20978361193459,49.22375336606867,1.6973708057265058,0.32271159847141523,0.7000094808389152,3.6159087523290494,False,False,6.73913503809937,49.22375336606867,1.6973708057265058,63.20978361193459,0.32271159847141523,0.7000094808389152,45.473365719768594,1.7489756046064844,69.94891865003396,0.4281987569623508,0.6999997579834185,4925641003.2436285,3.4072495202552475,0.48064499023013757,0.14106539229745962,36.99657778645757,1.608546860280764,71.96165340112238,0.3889236074515317,0.6999991492396738,41936520343.6353,35.713064102040185,0.35729906991551413,0.010004716170380425,47960138677.33746,35.133731478315305,0.35133731478315305,0.01
UGC11914,2,63,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.4500551223754883,False,1,43.82678125461542,14.824838169874692,0.26472925303347666,0.4976435456527788,1.005432045965097,2.4733244597485307,True,True,-3.948408165286942,31.20265051433623,0.5288584832938344,47.77518941990236,0.5891334861250901,1.0247721198759152,14.824838169874692,0.26472925303347666,43.82678125461542,0.4976435456527788,1.005432045965097,49993869746.68608,8.15346557494232,1.005878159375833,0.12336817395380355,10.918424674201978,0.20600801272079203,52.34977193811731,0.5076880020680895,0.9842712613939429,46109933407.500565,9.12944292237692,0.8166067521275916,0.08944759927531062,31208284575.094933,7.416023818592124,1.0168400963716206,0.13711391997182934
UGC12506,6,31,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.048389196395874,True,0,33.73789385193234,20.00194503399176,0.7408127790367318,0.42863878910744696,0.6999997049916186,0.44727384357380784,True,False,3.140025606567221,20.00194503399176,0.7408127790367318,33.73789385193234,0.42863878910744696,0.6999997049916186,12.840009027103537,0.5350003761293141,36.87791945849956,0.4523044842105732,0.7000045172147845,49999998901.27557,23.870113510139205,3.1862170048024856,0.13348143499397647,4.056676862910103,0.1931750887100049,38.39654890776156,0.5749084424184293,0.7000006625453687,4335844778.159242,0.8381812629048186,0.14160295487076063,0.16894073052888162,9997286582.239138,2.455906844650411,0.053208798487146915,0.021665642002280824
UGC12632,9,15,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.006269931793213,True,0,11.686536675336601,0.8543358709277603,0.07766689735706912,0.5007243593380145,0.7000006261733729,3.952829800047887e-05,True,False,7.920936755413525,0.8543358709277603,0.07766689735706912,11.686536675336601,0.5007243593380145,0.7000006261733729,0.6511220230346553,0.08139025287933191,19.607473430750126,0.499903075776542,0.6999974159301151,49997220925.802345,35.73262507049254,12.016144547526594,0.3362793672119361,0.5436760843866699,0.10873521687733398,27.624178095408773,0.5022301298233759,0.7000003549754769,37504887801.273834,50.0,18.531496838489048,0.37062993676978095,337000416.90039825,8.698841938165861,0.09008083120329546,0.010355496955068122
