galaxy,T,n_data,status,iteration,mu_disk_at_fit,tau_disk_at_fit,mu_bulge_at_fit,tau_bulge_at_fit,fit_time_sec,bulgeless,best_N,best_bic,best_chi2,best_chi2_red,best_Y_disk,best_Y_bulge,prior_penalty_at_best,is_adequate,is_shell_bearing,delta_bic_framework_vs_burkert,chi2_N0,chi2_red_N0,bic_N0,Y_disk_N0,Y_bulge_N0,chi2_N1,chi2_red_N1,bic_N1,Y_disk_N1,Y_bulge_N1,M_shell_1_N1,r_shell_1_N1,sigma_shell_1_N1,sigma_over_r_1_N1,chi2_N2,chi2_red_N2,bic_N2,Y_disk_N2,Y_bulge_N2,M_shell_1_N2,r_shell_1_N2,sigma_shell_1_N2,sigma_over_r_1_N2,M_shell_2_N2,r_shell_2_N2,sigma_shell_2_N2,sigma_over_r_2_N2
ESO079-G014,4,15,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,0.5772700309753418,True,0,23.02379696104363,12.191596156634787,1.1083269233304351,0.41315436836778496,0.6999998594144703,0.6865391047230357,True,False,0.6879031992143929,12.191596156634787,1.1083269233304351,23.02379696104363,0.41315436836778496,0.6999998594144703,4.7553487525425515,0.5944185940678189,23.711700160258022,0.40646195628197845,0.6999999849302662,10014167166.435335,6.510707870631209,1.3761142702895182,0.21136169793409956,10.147253054582082,2.0294506109164163,37.227755065604185,0.7931194892074773,0.700003043559725,7560849093.39106,18.85152793301883,0.1885152793301883,0.01,6080674403.712872,5.115322541298429,0.8003394715600884,0.15645923890401195
ESO116-G012,7,15,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,0.5111699104309082,True,0,20.523385394107482,9.691184589698642,0.8810167808816947,0.6244607756483265,0.6999993137948248,0.9319037082449435,True,False,13.451524582373633,9.691184589698642,0.8810167808816947,20.523385394107482,0.6244607756483265,0.6999993137948248,17.35211926143659,2.169014907679574,36.30847066915206,0.7760159918990268,0.7000004122502695,16658454365.283121,5.083582856457063,1.8559305060475366,0.3650831624963428,6.894407965459013,1.3788815930918026,33.974909976481115,0.5175702988758593,0.7000002058207048,34966995589.92197,39.9869249288505,15.994769971540201,0.4,13198024.12136953,0.5,0.2,0.4
ESO563-G021,4,27,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,0.3928859233856201,True,2,119.34584062226827,86.38747196222498,5.08161599777794,0.3574487396987798,0.6999997575850688,2.1244879801464847,False,True,-55.175743047880815,161.33823620613177,7.014705922005729,174.52158367014908,0.3173889973150841,0.7000005687218653,167.80575121427609,8.390287560713805,190.8766092763064,0.4177625724154359,0.6999997416513914,187823044.65800214,1.1336441049019845,0.13461326034952364,0.11874384541624938,86.38747196222498,5.08161599777794,119.34584062226827,0.3574487396987798,0.6999997575850688,14068765734.828108,4.940713422731831,0.12874544700762358,0.02605806813551986,111100151.38059902,4.3957250945400625,0.04395725094540063,0.01
F568-V1,7,15,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,0.5429370403289795,True,0,11.704248272108401,0.8720474676995613,0.07927704251814194,0.49326016295608666,0.6999999869263143,0.003473879125600502,True,False,7.934355356976958,0.8720474676995613,0.07927704251814194,11.704248272108401,0.49326016295608666,0.6999999869263143,0.682252221369888,0.085281527671236,19.63860362908536,0.5002889541618836,0.6999999756074151,12186543559.7868,13.603359930731765,0.13603359930731765,0.01,1.6828246549126744,0.33656493098253487,28.763326665934777,0.49483793390767455,0.6999993771972488,19692344471.866123,6.014891159598211,2.385356100825747,0.39657510627093157,3693103051.8175116,2.494233667802283,0.828038058664737,0.3319809484386991
F571-8,5,9,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,0.45214414596557617,True,1,17.970641970159576,2.590069928806038,1.295034964403019,0.4380786837067856,0.6999999254165474,0.3296813265581328,True,True,-1.7302852191440579,10.912028879958758,2.1824057759917515,19.700927189303634,0.2701866662046461,0.7000000071258479,2.590069928806038,1.295034964403019,17.970641970159576,0.4380786837067856,0.6999999254165474,11626831305.968275,5.949137162799787,1.5894152262988988,0.2671673526436037,1.7677450038659128,1.7677450038659128,23.73999077722811,0.38758545017923945,0.70000022424496,3948478240.8648415,6.692129065760052,1.0751496609128366,0.16065883522985036,1449157397.0093126,4.407591325489441,0.044075913254894405,0.01
F571-V1,7,7,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,0.5969789028167725,True,0,10.679786766610547,2.8961461703892954,0.9653820567964319,0.47797862790477447,0.6999999945877516,0.038265330391384814,True,False,3.1437861238766907,2.8961461703892954,0.9653820567964319,10.679786766610547,0.47797862790477447,0.6999999945877516,0.20220184710004638,0.20220184710004638,13.823572890487238,0.5033718497249261,0.7000000356159449,11282661.65470694,50.0,0.5,0.01,0.04735476245596482,0.04735476245596482,19.506456253009095,0.49976894759182094,0.7000000709398524,8777014888.830654,10.348379537770851,2.1616903660011473,0.20889167797828934,4862342033.872023,5.0492383216892405,1.5293747243051934,0.30289216449453227
F574-1,7,14,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,0.47464704513549805,True,0,17.493458099058028,6.937228780596995,0.6937228780596996,0.7408669539068534,0.6999989462225429,2.9162467812361577,True,False,6.282114832176337,6.937228780596995,0.6937228780596996,17.493458099058028,0.7408669539068534,0.6999989462225429,5.302171623927557,0.7574530891325082,23.775572931234365,0.4208309657542764,0.7000000133304334,20397428444.40964,50.0,0.5,0.01,0.2960835598725773,0.07402088996814432,26.686656856025163,0.4901263007885534,0.7000002338592111,725565412.4270748,8.294955614191977,0.5841475113022278,0.07042201772638784,2100606175.096189,3.2129421242319065,0.9658246530833441,0.30060443535509884
F583-1,9,25,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,0.49152517318725586,True,0,24.748252565300533,11.872749265827732,0.5653690126584634,0.6740238372011778,0.7000000140367876,1.6823452271760266,True,False,2.1406602697875954,11.872749265827732,0.5653690126584634,24.748252565300533,0.6740238372011778,0.7000000140367876,4.356782061010724,0.24204344783392914,26.888912835088128,0.49084327640346653,0.7000008976920521,10667293.471560627,1.9038233210579008,0.019038233210579007,0.01,4.284404333514029,0.2856269555676019,36.47316258219604,0.48216428512827525,0.6999991002240826,5358817286.3972025,50.0,0.5,0.01,19338503.849145688,1.9589579498067093,0.019589579498067094,0.01
IC2574,9,34,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,0.5391829013824463,True,1,48.34682168587035,23.66229801355722,0.8763814079095267,0.8808356890839892,0.700005516085117,6.047905567658591,True,True,-6.061496569309625,40.302876156715335,1.3434292052238446,54.40831825517998,0.6512117881634699,0.7000038247844097,23.66229801355722,0.8763814079095267,48.34682168587035,0.8808356890839892,0.700005516085117,76593498.30729902,2.120563953335286,0.02120563953335286,0.01,23.211141059801406,0.9671308774917252,58.47474630596302,0.5698550756338723,0.7000070254641861,181084012.15077424,2.2641068275827285,0.04067411288098998,0.017964749889657662,6191706709.857954,7.64315943029377,2.539163838231916,0.3322139046541283
IC4202,4,29,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,0.5865800380706787,False,0,64.64846004634276,51.179276726396864,2.0471710690558744,0.31777432454644905,0.4663557343476307,6.986055291959269,False,False,2.175404466415742,51.179276726396864,2.0471710690558744,64.64846004634276,0.31777432454644905,0.4663557343476307,45.691464952837876,2.07688477058354,69.2625357627432,0.8565593554630749,0.4828831947372327,32958306029.56233,4.585877268959834,1.3833504983764926,0.3016544964558686,33.150906212893766,1.7447845375207245,66.8238645127585,0.4065544121635458,0.5214144246329593,9056920607.041166,3.9001674049449644,0.11137516011010032,0.028556507592184224,14569959.158401461,4.646948901257138,1.0456010073162016,0.22500807078669088
ESO079-G014,4,15,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.001657009124756,True,1,21.95990556212411,3.0035541544086404,0.37544426930108005,0.48899602062375386,0.6999985547971864,0.009340602912141381,True,True,-1.256377427782482,12.384082185497752,1.1258256532270683,23.216282989906592,0.43491911429599084,0.6999769382699281,3.0035541544086404,0.37544426930108005,21.95990556212411,0.48899602062375386,0.6999985547971864,23288509526.33869,6.346515892685031,2.023159968680924,0.3187827782819878,2.0501477499352494,0.4100295499870499,29.13064976095735,0.4764332486764756,0.6999993573872021,47443320851.207016,14.423717549659768,5.3933452557743955,0.37392199599066717,18712005280.871243,6.14127724959424,1.6672117733850302,0.2714763892959212
ESO116-G012,7,15,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.9201180934906006,True,0,20.698588228523057,9.866387424114215,0.8969443112831105,0.5416269667015355,0.6999852846762075,0.1206192062413273,True,False,4.951909472493565,9.866387424114215,0.8969443112831105,20.698588228523057,0.5416269667015355,0.6999852846762075,6.694146293301153,0.8367682866626441,25.650497701016622,0.4800474659455223,0.6999808533842813,49999930332.95084,47.6784568099382,19.07138272397528,0.4,6.693119345749804,1.3386238691499608,33.773621356771905,0.47970456222430374,0.7000002380606353,49998487565.5916,47.8469279083117,19.13877116332468,0.4,49321124900.37043,42.46727365944657,5.319571504845425,0.125262844690811
ESO079-G014,4,15,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.052050828933716,True,1,21.95990556212411,3.0035541544086404,0.37544426930108005,0.48899602062375386,0.6999985547971864,0.009340602912141381,True,True,-1.256377427782482,12.384082185497752,1.1258256532270683,23.216282989906592,0.43491911429599084,0.6999769382699281,3.0035541544086404,0.37544426930108005,21.95990556212411,0.48899602062375386,0.6999985547971864,23288509526.33869,6.346515892685031,2.023159968680924,0.3187827782819878,2.0501477499352494,0.4100295499870499,29.13064976095735,0.4764332486764756,0.6999993573872021,47443320851.207016,14.423717549659768,5.3933452557743955,0.37392199599066717,18712005280.871243,6.14127724959424,1.6672117733850302,0.2714763892959212
ESO116-G012,7,15,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.965029716491699,True,0,20.698588228523057,9.866387424114215,0.8969443112831105,0.5416269667015355,0.6999852846762075,0.1206192062413273,True,False,4.951909472493565,9.866387424114215,0.8969443112831105,20.698588228523057,0.5416269667015355,0.6999852846762075,6.694146293301153,0.8367682866626441,25.650497701016622,0.4800474659455223,0.6999808533842813,49999930332.95084,47.6784568099382,19.07138272397528,0.4,6.693119345749804,1.3386238691499608,33.773621356771905,0.47970456222430374,0.7000002380606353,49998487565.5916,47.8469279083117,19.13877116332468,0.4,49321124900.37043,42.46727365944657,5.319571504845425,0.125262844690811
ESO563-G021,4,27,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.075777053833008,True,2,39.55940527092716,6.601036610883866,0.3882962712284627,0.587570477120725,0.7000002990843832,0.4912602760301876,True,True,-136.10109215750646,162.4771499644163,7.064223911496361,175.66049742843362,0.37260051389035137,0.7000196818618313,29.284080986915672,1.4642040493457835,52.35493904894598,0.37554028151000857,0.7000190926786116,49999972258.02675,5.876598216936072,1.13182562576796,0.19259877636454595,6.601036610883866,0.3882962712284627,39.55940527092716,0.587570477120725,0.7000002990843832,30508735823.827045,4.797443062067729,0.5465451631656729,0.11392426259043675,49916540405.303375,7.6348694269170005,1.0498495286468286,0.13750720149129822
F568-V1,7,15,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.921452045440674,True,0,11.52917397053263,0.6969731661237897,0.06336119692034452,0.49928126488062097,0.7000006151851779,3.902933647602657e-05,True,False,7.961923813953286,0.6969731661237897,0.06336119692034452,11.52917397053263,0.49928126488062097,0.7000006151851779,0.5347463767704466,0.06684329709630582,19.491097784485916,0.5000369603761694,0.6999990394994604,43045876508.9608,18.81871240992988,1.1135796334143204,0.05917406085799627,0.5347465993508351,0.10694931987016702,27.615248610372937,0.5000332048235899,0.7000006548836186,47611597345.020966,19.099219896689043,1.2944912165600773,0.06777717747437866,27749542188.69765,25.070738674281337,2.5434007490909334,0.10144897532277601
F571-8,5,9,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.8742499351501465,True,0,13.983528620107109,5.19463031076223,1.038926062152446,0.3781655545944166,0.7000133079571671,1.471078773606552,True,False,3.966432729176063,5.19463031076223,1.038926062152446,13.983528620107109,0.3781655545944166,0.7000133079571671,2.5693893079296353,1.2846946539648176,17.94996134928317,0.4392870301115712,0.6999997144097492,14036619579.595137,6.092234461418196,1.7414751494431426,0.2858516297217079,1.685380383898674,1.685380383898674,23.65762615726087,0.46460762806186545,0.7000006301180264,49986384004.25954,10.898236053772118,2.5935719585141523,0.23798089394626942,19787438968.032623,5.386543755681788,1.4948909418102734,0.27752321518477324
F571-V1,7,7,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.567880868911743,True,0,7.940446259735771,0.15680566351451836,0.05226855450483945,0.49911381696081747,0.7000018680412221,5.935355852714122e-05,True,False,5.697616921469948,0.15680566351451836,0.05226855450483945,7.940446259735771,0.49911381696081747,0.7000018680412221,0.016692137818527717,0.016692137818527717,13.63806318120572,0.5001389158926616,0.7000001999759956,1080982591.3355408,3.984621515280284,0.38529733029063157,0.09669609241758291,0.14549398538160774,0.14549398538160774,19.60459547593474,0.4981724736128848,0.7000000527413509,1201960556.6962047,7.224487557831831,2.193022730005737,0.3035540877398775,29106510.29002391,5.316695171020567,0.05316695171020567,0.01
F574-1,7,14,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.448462724685669,True,0,11.66085139349271,1.1046220750316762,0.11046220750316763,0.4871154947543186,0.7000049663528667,0.012855161370343097,True,False,7.36925759250628,1.1046220750316762,0.11046220750316763,11.66085139349271,0.4871154947543186,0.7000049663528667,0.5567076786921826,0.07952966838459752,19.03010898599899,0.4766740579210989,0.699999993168381,353868710.77617264,2.6189323899515813,0.05364282397636437,0.020482706686962667,1.1046404287441949,0.2761601071860487,27.49521372489678,0.48712458019468685,0.7000048322594057,42426454459.26158,26.46975298386579,2.04556717189125,0.0772794205196434,32076528864.93734,34.51918877695144,2.1199390901371773,0.06141335197172034
F583-1,9,25,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.0379459857940674,True,0,17.334456052538798,4.4589527530659945,0.21233108347933308,0.4882090071975611,0.7000025588918589,0.010741698986492269,True,False,7.755535193983373,4.4589527530659945,0.21233108347933308,17.334456052538798,0.4882090071975611,0.7000025588918589,2.5578604724447644,0.14210335958026468,25.08999124652217,0.49248415062665735,0.7000004613288655,1272829672.1880836,3.497834801390048,1.0610238980704172,0.3033373381866873,2.5578917502281464,0.17052611668187642,34.74664999891015,0.4925105281795111,0.7000022653859909,42585600168.44414,36.113604092048234,3.3113824505022507,0.09169349151810012,1276513874.0789413,3.4968891003867366,1.0615528364170397,0.3035706326230471
IC2574,9,34,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.0450971126556396,True,1,40.41871084179022,15.734187169477092,0.582747672943596,0.44819650130439853,0.6999901135080029,0.22563965583026419,True,True,-14.58714331547312,40.90041205879869,1.3633470686266231,55.00585415726334,0.5858908673407196,0.6999628934810812,15.734187169477092,0.582747672943596,40.41871084179022,0.44819650130439853,0.6999901135080029,3854660085.265545,7.900112835961176,1.2769977109719663,0.16164297111796871,15.702348694840964,0.6542645289517068,50.96595394100258,0.4444178017598931,0.7000153864954132,3876130819.669655,7.896640412680805,1.279869710568932,0.16207774999019275,23481989388.20759,28.689422808469335,2.5646729946725997,0.08939437407975628
IC4202,4,29,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.1624531745910645,False,2,57.09786078243454,23.4249024825698,1.2328896043457789,0.4324613610935141,0.42814515826872146,4.955710018237552,True,True,-2.7162581919960687,46.34493565448471,1.8537974261793884,59.814118974430606,0.29998576160698814,0.40531886683146207,42.65758592771563,1.9389811785325286,66.22865673762095,0.3562452926474912,0.38834146474038217,46565596890.912766,23.893935244603885,2.983008514250013,0.12484375150902297,23.4249024825698,1.2328896043457789,57.09786078243454,0.4324613610935141,0.42814515826872146,48827897514.804985,23.37116867826924,3.4026936234930942,0.14559364447431142,8776498915.313147,3.9279608398735144,0.045732789780236885,0.011642883329180426
NGC0024,5,29,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.0499448776245117,True,1,26.662841794559448,3.091770984654128,0.14053504475700582,0.48625404857653654,0.6999998080001104,0.014657397739675846,True,True,-7.515835810368969,20.70949428498252,0.8283797713993007,34.17867760492842,0.45008325241537006,0.6999608826790814,3.091770984654128,0.14053504475700582,26.662841794559448,0.48625404857653654,0.6999998080001104,12096958501.753332,9.438874799301532,1.7298184569593187,0.18326532491852987,3.0893777273490657,0.16259882775521398,36.762336027213806,0.4860436544583616,0.7000012109632163,11476282687.910538,9.32780025995733,1.6782866657197415,0.17992309214899707,26288766525.61519,13.040511477497649,0.7783356792617369,0.05968597785484194
NGC0055,9,21,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,2.564891815185547,True,0,18.312004125950338,6.133914375056646,0.36081849265039095,0.39306425765753394,0.7000000205302213,1.0921598140335174,True,False,9.133507473608994,6.133914375056646,0.36081849265039095,18.312004125950338,0.39306425765753394,0.7000000205302213,6.13385453549537,0.43813246682109785,27.44551159955933,0.39306166709568113,0.700000044129306,25654446654.339085,43.91970073427683,2.0458915748737443,0.046582548165612664,1.719717033143483,0.156337912103953,32.164941410377715,0.4940327050755361,0.7000003329608373,4067243030.8733635,5.753692620884544,1.921945545079811,0.3340368823498849,34083929540.582382,33.7771145307951,7.861479879013538,0.2327457507314933
NGC0100,6,21,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.137131929397583,True,0,13.78628129912299,1.608191548229298,0.09459950283701754,0.48973305038550613,0.7000030594180525,0.008119074115788001,True,False,8.878453114787376,1.608191548229298,0.09459950283701754,13.78628129912299,0.48973305038550613,0.7000030594180525,1.3530773498464048,0.09664838213188606,22.664734413910367,0.48389200579892067,0.7000001856112495,1248857688.9916039,8.787460411302105,0.5160959611548869,0.05873095718202081,1.1561421647427559,0.10510383315843236,31.601366541976986,0.48952648735754184,0.6999999076290583,40098673289.70338,12.36345185561585,1.5718438544279527,0.12713632671396494,73501809.9584465,3.1193480945694505,0.031193480945694504,0.01
NGC0247,7,26,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.11991810798645,True,1,24.492492762994836,1.685816996844462,0.08872721036023484,0.5070462635912283,0.6999999180677439,0.003693700813306333,True,True,-76.56171861689836,88.02182522780726,4.00099205580942,101.05421137989319,0.7386159281470064,0.6999993401098886,1.685816996844462,0.08872721036023484,24.492492762994836,0.5070462635912283,0.6999999180677439,1802890258.4480665,1.9971444968901753,0.7406608338075624,0.370859912720823,8.259737722695112,0.5162336076684445,40.840703102909934,0.47383948827917605,0.6999981649278587,15361959133.689634,13.259916402253735,2.150694063584741,0.1621951450025127,6980292338.799332,8.356491516857051,1.318354519341588,0.1577641186713527
NGC0289,4,28,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.09824275970459,True,2,53.43010060795879,20.108055506206757,1.1171141947892642,0.5257400915438548,0.7000060870697222,0.04752876305621941,True,True,-10.27152177536842,50.372804342626395,2.098866847609433,63.70162238332721,0.7593367420391689,0.7000017307461681,33.20889735179618,1.5813760643712467,56.53432892302261,0.6616272894611186,0.6998840353450411,49999998775.71185,33.04214205123341,3.2996744791170514,0.09986260799922562,20.108055506206757,1.1171141947892642,53.43010060795879,0.5257400915438548,0.7000060870697222,49951208601.07771,28.62283406660734,0.5551000948137246,0.01939361048322356,49999171498.85974,38.149566197850675,2.951284997618523,0.07736090581771272
NGC0300,7,25,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.163290023803711,True,0,25.8662016203765,12.990698320903697,0.618604681947795,0.557887576720697,0.6999988533918612,0.22635410632999908,True,False,2.233118580225149,12.990698320903697,0.618604681947795,25.8662016203765,0.557887576720697,0.6999988533918612,5.567189426524243,0.30928830147356906,28.09932020060165,0.5041772921814532,0.7000001434053422,3429306608.333679,9.017329017420904,0.2472008884537043,0.027413981232816055,5.5219227671029305,0.3681281844735287,37.710681015784935,0.493560898175015,0.6999977042502425,3296740757.6147766,9.02786510861121,0.2188473572740372,0.024241318921047028,14181067956.038742,49.34230992832998,19.51094378655961,0.39542015391860214
NGC0801,5,11,ok,0,-0.3010299956639812,0.1,-0.1549019599857432,0.1,3.064992904663086,True,0,14.816532220779333,5.22495112958585,0.7464215899408357,0.7124707982009327,0.7000063313953421,2.365353704228772,True,False,5.914531331413443,5.22495112958585,0.7464215899408357,14.816532220779333,0.7124707982009327,0.7000063313953421,3.945796642604182,0.9864491606510455,20.731063552192776,0.7177459833342116,0.6999985677824963,49999963512.14288,48.17278967470408,4.422560167719149,0.09180618763379342,3.938630837862754,3.938630837862754,27.91758356584646,0.7163288102676265,0.7000012901960662,11103798773.686132,38.77337732620599,0.44316724499180743,0.011429678701016365,49129372016.50263,49.0543364968626,3.5368362226585663,0.07210037838111977
