galaxy,n,rmax,burk_chi2,burk_chi2_red,burk_bic,ein0_chi2,ein0_chi2_red,ein0_bic,ein1_chi2,ein1_chi2_red,ein1_bic,ein2_chi2,ein2_chi2_red,ein2_bic,fw_einasto_n_shells,fw_einasto_chi2,fw_einasto_chi2_red,fw_einasto_popt,T,V_flat,burk_canonical_chi2_red,fw_burkert_n_shells,fw_burkert_chi2_red
NGC3953,8,15.68,1.103463909779527,0.18391065162992115,5.262346993139198,1.3234011349758328,0.2646802269951666,7.56172576001534,0.07472315318254208,0.03736157659127104,12.551372403261556,2.246273579060555e-20,-2.246273579060555e-20,18.71497387511852,0,1.3234011349758328,0.2646802269951666,"[7.123853425933392, 0.777850641223192, 0.48428089701133065]",4,220.8,0.1839106516299225,0,0.1839106516299225
NGC3972,10,8.72,6.289870826670826,0.7862338533338532,10.895041012658918,5.685953316544878,0.8122790452206968,12.593708595527016,1.3913419815392227,0.3478354953848057,15.206852539503497,0.5595880008121396,0.5595880008121396,21.282853837758555,0,5.685953316544878,0.8122790452206968,"[6.666797130935689, 0.925040476995364, 0.5443252823692479]",4,132.7,0.7862338533338925,0,0.7862338533338925
NGC3992,9,46.02,4.969325277035814,0.7099036110051163,9.363774431708254,2.7891945329547827,0.4648657554924638,9.380868264963441,2.142022465732428,0.714007488577476,15.325369929749744,1.3325183545749366,inf,21.10753955060091,0,2.7891945329547827,0.4648657554924638,"[6.79756467344478, 1.079213795024595, 0.17302988025115962]",4,241.0,0.7099036110051599,0,0.7099036110051599
NGC4010,12,10.47,14.599958638847443,1.4599958638847443,19.569771938423443,13.534891674869623,1.5038768527632915,20.989611624233625,1.0817937937352902,0.18029896562254835,15.991233692463293,0.7613235277185604,0.2537745092395201,23.125483375810564,1,1.0817937937352902,0.18029896562254835,"[8.336620379851876, -0.4530348766167758, 1.1999999999999997, 10.359619831751381, 6.160318390450907, 1.7548427681032963]",7,125.8,1.4599958639254491,1,0.1610094651476113
NGC4013,36,31.01,61.43558110718183,1.8069288560935832,68.60261898409405,30.097244730045663,0.9120377190922928,40.84780154541399,17.793070463379053,0.5931023487793018,39.294184094115714,14.381229432456252,0.5326381271280093,46.63289987856124,1,17.793070463379053,0.5931023487793018,"[6.087500373525177, 1.239813764070809, 0.2424016023786405, 10.699999999999998, 23.44034164212525, 3.12600733634995]",3,172.9,1.806928856153034,1,0.7912757531792277
NGC4051,7,12.19,3.0973127464444863,0.6194625492888972,6.989133044555112,2.439549716621876,0.609887429155469,8.277280163787815,0.7523749705396836,0.7523749705396836,12.427835864871563,0.2846812766025738,-0.1423406383012869,17.797872618100392,0,2.439549716621876,0.609887429155469,"[7.001058894739959, 0.6475576867378907, 1.1999999999999997]",4,157.0,0.6194625493031014,0,0.6194625493031014
NGC4085,5,6.2,1.2638826024991425,0.4212942008330475,4.482758427367343,1.1632452408760487,0.5816226204380244,5.991558978178349,0.5563373764207837,-0.5563373764207837,10.212964851025385,1.7030303665158127e-23,-4.257575916289532e-24,14.484941211906902,0,1.1632452408760487,0.5816226204380244,"[4.000000000000001, 2.9235770233306626, 0.1696715318571004]",5,131.5,0.4212942008347935,0,0.4212942008347935
NGC4088,9,21.48,1.6143998511656852,0.23062855016652645,6.008849005838124,1.5261314619422344,0.25435524365703904,8.117805193950893,0.9878284514202859,0.3292761504734286,14.171175915437603,0.1494691740121181,inf,19.924490370038093,0,1.5261314619422344,0.25435524365703904,"[5.542704539502836, 2.9999999999999996, 1.1999999999999997]",4,171.7,0.2419200220684502,0,0.2419200220684502
NGC4100,24,22.76,13.496874279724318,0.6134942854420145,19.85298194042021,11.753888776529422,0.5597089893585439,21.28805026757326,7.180958946492753,0.39894216369404184,26.24928192858043,4.748402073517848,0.3165601382345232,33.35088654664936,0,11.753888776529422,0.5597089893585439,"[7.059871954153938, 0.8223713876028306, 0.592817725693277]",4,158.2,0.613494285442016,0,0.613494285442016
NGC4157,15,29.61,3.5541418930714803,0.2733955302362677,8.9702422952759,1.6439036974714054,0.1369919747892838,9.768054300778035,1.007075032512578,0.11189722583473088,17.255376239125837,0.520754612057502,0.08679243534291699,24.893206421977393,0,1.6439036974714054,0.1369919747892838,"[4.000000000000001, 2.686455345571625, 0.15219976477188157]",3,184.7,0.2733955302362727,0,0.2733955302362727
